number,beeldbank_link,image_link,type,research_and_notes,specific_location,longitude,latitude,number_of_people,children,adults,people_identified,source
97322,https://beeldbankwo2.nl/nl/beelden/detail/4ebf5746-025a-11e7-904b-d89d6717b464/media/1d9d0984-e512-cde6-0dc2-2b437a240398?mode=detail&view=horizontal&q=97322&rows=1&page=1,https://images.memorix.nl/niod/download/default/1d9d0984-e512-cde6-0dc2-2b437a240398.jpg',portrait,Performance of 'Stastok'. Group photo with Dutch teacher Willy Pos and students of the Jewish Lyceum on the occasion of the performance of 'An evening with the Stastok family' from the 'Camera Obscura' by Nicolaas Beets.,"Joods Lyceum, Amsterdam ",4.905431,52.361564,10,9,1,1,https://jck.nl/nl/page/amsterdam-joodse-hbs-en-joods-lyceum
161561,https://beeldbankwo2.nl/nl/beelden/detail/b75826a2-025a-11e7-904b-d89d6717b464/media/2f29f193-d2d3-8c9e-cd0e-c33e1b829816?mode=detail&view=horizontal&q=161561&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/2f29f193-d2d3-8c9e-cd0e-c33e1b829816.jpg',portrait,"Group photo of teachers and students of the Joodsch Lyceum in 's-Hertogenbosch, July 1942. 
Den Bosch City Archives 21/07/1942
",s-Hertogenbosch ,5.311968,51.701720,30+,30+,~13,0,
97132,https://beeldbankwo2.nl/nl/beelden/detail/4e66236a-025a-11e7-904b-d89d6717b464/media/634e14b9-03a3-f3d4-e7d5-44b65001bc5f?mode=detail&view=horizontal&q=97132&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/634e14b9-03a3-f3d4-e7d5-44b65001bc5f.jpg',portrait,"The Jewish Council main office, Amsterdam. The Post Room in the main building, Nieuwe Keizersgracht 58. From here letters and parcels were forwarded to Westerbork and Vught. Manufacturer
Johan de Haas","The Post Room, Jewish Council, Amsterdam ",4.887991,52.378916,3,0,3,0,https://www.joodsamsterdam.nl/de-joodse-raad/
96737,https://beeldbankwo2.nl/nl/beelden/detail/4da8ef8e-025a-11e7-904b-d89d6717b464/media/30c793bb-d351-5b58-dd34-99dc5d226238?mode=detail&view=horizontal&q=96737&rows=1&page=1,https://images.memorix.nl/niod/download/default/30c793bb-d351-5b58-dd34-99dc5d226238.jpg',portrait,"A Jewish man on Daniël Willinkplein (later Victorieplein) awaiting deportation to camp Westerbork, 20 June 1943. Manufacturer
Herman Heukels","Victorieplein, Amsterdam ",4.903638,52.346169,3,0,3,0,https://www.oorlogsbronnen.nl/tijdlijn/Herman-Heukels/03/0004
97100,https://beeldbankwo2.nl/nl/beelden/detail/4e54ef64-025a-11e7-904b-d89d6717b464/media/1b1482f8-2b10-a94b-09c0-539700f8b39d?mode=detail&view=horizontal&q=97100&rows=1&page=4,https://images.memorix.nl/niod/thumb/mediabank-horizontal/1b1482f8-2b10-a94b-09c0-539700f8b39d.jpg',portrait,"Jewish students of the school on the Cliffordstraat, Amsterdam West. Only one class with 10 students. From August 1941 there had to be schools for exclusively Jewish pupils and teachers. There were of course also Jewish families living outside the 'Jewish neighbourhoods'; with about a hundred Jewish 'public' children, especially in West, according to the report from July '41. The municipality opened one school for these children, who lived very widely, in the Staatsliedenbuurt, at number 36 Cliffordstraat, in a school building that was no longer in use. It was quite eccentric from the other western neighborhoods of the city. At the end of September 1941, when that Jewish school no. 14 opened, only 56 children showed up. The Education Department had probably assumed a larger turnout, three classes had been formed with two teachers plus the head Moses Goubitz, he came from the Corantijnschool at Surinameplein. Given the enormous distances that some children would have to walk on foot every day, it is likely that many parents kept their children at home from September 1941 onwards. Education was compulsory, also for the Jewish children, but the supervision of this failed. Abel Herzberg in his Chronicle of the Persecution of the Jews (p242): 'Sometimes a child had to walk from home to school for an hour or more. Trams and bicycles were, after all, prohibited. Sometimes a Jewish Council pushcart would collect the heavy school bags from the houses. When it was handed over to the Education Office of the Jewish Council in December 1942, of course, this small school did not escape the austerity reorganization. At that time there were only 25 pupils and it did not require 3 teachers; it became a one-class school, which, despite attempts to find accommodation elsewhere, remained located in the school building on Cliffordstraat; the rest of the building was closed off. That lasted until the end of May 1943; West was also not spared by the occupying forces during the large raids, so that in the last week of May hardly any children showed up. The education board also closed this school on May 31; headmaster Mozes Goubitz had already been succeeded by Gerrit van Praag and he went into hiding immediately in those days. Master Jakob Druijf, who lived in West and was out of work when school No. 1 on the Oude Schans was closed, took the handful of children that were still there under his care, at his home in the Jan van Galenstraat.","Jewish School, Amsterdam ",4.871963,52.383941,11,10,1,0,"""https://www.joodsamsterdam.nl/cliffordstraat-36-kempenaerschool/
https://www.openjoodsehuizen.nl/nl/page/1756/11-cliffordstraat-38-cliffordstudio""
https://www.oorlogsbronnen.nl/thema/Openbare%20scholen%20voor%20Joodse%20kinderen%20verboden"
97140,https://beeldbankwo2.nl/nl/beelden/detail/4e6ae4c2-025a-11e7-904b-d89d6717b464/media/72963e24-f553-25f7-a3e5-e7602853c532?mode=detail&view=horizontal&q=97140&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/72963e24-f553-25f7-a3e5-e7602853c532.jpg',photograph,"Extracurricular Youth Care (BJZ) for Jewish students after school, based on the Jewish Council. Tilanusstraat 57?, a refurbished bicycle shed. Manufacturer
Johan de Haas.
","Extracurricular Jewish Youth Care, Amsterdam ",4.912045,52.358761,30+,10+,4,0,"https://www.joodsamsterdam.nl/de-joodse-raad/

http://www.iisg.nl/collections/dehaas/lindwer.pdf"
97156,https://beeldbankwo2.nl/nl/beelden/detail/4e73b6ec-025a-11e7-904b-d89d6717b464/media/f4a5f431-dd52-57c7-960d-e1e22ed83d7e?mode=detail&view=horizontal&q=97156&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f4a5f431-dd52-57c7-960d-e1e22ed83d7e.jpg',photograph,"Jewish council. The Vegetable Distribution department in the Diligentia building at 109 Waterlooplein. The head was A. vd Laan, former market master.","Vegetable Distribution department, Diligentia Building Jewish Council, Amsterdam ",4.902835,52.367855,3,0,3,1,"https://www.joodsamsterdam.nl/de-joodse-raad/

https://www.tweedewereldoorlog.nl/kennis/themas/systematische-uitsluiting-terreur-en-genocide/uitsluiting-joden/joodse-raad/"
97162,https://beeldbankwo2.nl/nl/beelden/detail/4e7665d6-025a-11e7-904b-d89d6717b464/media/fd676bea-54fc-6f1d-4598-11143635c50e?mode=detail&view=horizontal&q=97162&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/fd676bea-54fc-6f1d-4598-11143635c50e.jpg',photograph,"Jewish Council, office administration. New Keizersgracht 58? Manufacturer
Johan de Haas","Office Administration, Jewish Council, Amsterdam ",4.887991,52.378916,3,0,3,0,"https://www.joodsamsterdam.nl/de-joodse-raad/

http://www.iisg.nl/collections/dehaas/lindwer.pdf

https://www.tweedewereldoorlog.nl/kennis/themas/systematische-uitsluiting-terreur-en-genocide/uitsluiting-joden/joodse-raad/"
161589,https://beeldbankwo2.nl/nl/beelden/detail/b76267ac-025a-11e7-904b-d89d6717b464/media/0505fcf4-d1f1-764d-44f0-d0c9e5211800?mode=detail&view=horizontal&q=161589&rows=1&page=1,https://images.memorix.nl/niod/download/default/0505fcf4-d1f1-764d-44f0-d0c9e5211800.jpg',portrait,"Victims of roundups at the Polderweg assembly area in Amsterdam, May/June 1943.","Polderweg, Amsterdam ",4.930700,52.360012,10,3,7,0,
97109,https://beeldbankwo2.nl/nl/beelden/detail/4e5a5c42-025a-11e7-904b-d89d6717b464/media/ce9bb94d-02ec-3d5f-442a-fa5d84c739db?mode=detail&view=horizontal&q=97109&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ce9bb94d-02ec-3d5f-442a-fa5d84c739db.jpg',photograph,"Jewish Council. Out-of-school Youth Care, (BJZ) of the Education Department at Plantage Parklaan 9. The BJZ's task was to care for young people of compulsory school age outside school hours. (album D. Cohen, p. 44).","Out of School Care, Jewish Council, Amsterdam ",4.909118,52.367058,22,20,2,0,
97129,https://beeldbankwo2.nl/nl/beelden/detail/4e6466d8-025a-11e7-904b-d89d6717b464/media/d038e15a-6f57-e941-bf41-5557e73bc10f?mode=detail&view=horizontal&q=97129&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d038e15a-6f57-e941-bf41-5557e73bc10f.jpg',photograph,"Jewish Council. Stamping voucher cards for vegetable distribution, probably in the Diligentia building at 109 Waterlooplein. ","Vegetable Distribution department, Diligentia Building Jewish Council, Amsterdam ",4.902835,52.367855,5,0,5,0,
97122,https://beeldbankwo2.nl/nl/beelden/detail/4e60b704-025a-11e7-904b-d89d6717b464/media/306afb60-324b-f2c3-3ddc-9a02418b15ac?mode=detail&view=horizontal&q=97122&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/306afb60-324b-f2c3-3ddc-9a02418b15ac.jpg',photograph,Jewish School in the Staatsliedenbuur at number 36 Cliffordstraat,"Jewish School, Amsterdam ",4.871963,52.383941,3,3,0,0,"https://www.joodsamsterdam.nl/cliffordstraat-36-kempenaerschool/
https://www.openjoodsehuizen.nl/nl/page/1756/11-cliffordstraat-38-cliffordstudio"
88989,https://beeldbankwo2.nl/nl/beelden/detail/40460124-025a-11e7-904b-d89d6717b464/media/2245d87c-1871-8ef4-701f-bba19bb4fd95?mode=detail&view=horizontal&q=88989&rows=1&page=1,https://images.memorix.nl/niod/download/default/2245d87c-1871-8ef4-701f-bba19bb4fd95.jpg',photograph,Jewish children are taught crafts in the Jan van Eyckstraat at The Jewish Council Out-of-School Youth Care (BJZ) ,"Out of School Care, Jewish Council, Amsterdam",4.875743,52.350009,14,12,2,0,
62303,https://beeldbankwo2.nl/nl/beelden/detail/108bd04e-025a-11e7-904b-d89d6717b464/media/09949c66-81b7-7f02-5fe7-0a03f9d243f7?mode=detail&view=horizontal&q=62303&rows=1&page=1,https://images.memorix.nl/niod/download/default/09949c66-81b7-7f02-5fe7-0a03f9d243f7.jpg',portrait,All men were later transfered to Westerbork. No further info,"Camp Geesbrug, Nieuweroord",6.588827,52.727775,24,0,24,0,Beeldbank
66213,https://beeldbankwo2.nl/nl/beelden/detail/16d2f310-025a-11e7-904b-d89d6717b464/media/9018b74a-a153-7a2a-925b-c4019e6b8dc5?mode=detail&view=horizontal&q=66213&rows=1&page=1,https://images.memorix.nl/niod/download/default/9018b74a-a153-7a2a-925b-c4019e6b8dc5.jpg',photograph,Foto Breslauer,"Camp Westerbork, Hooghalen",6.607222,52.9175,1,0,1,0,Beeldbank
114290,https://beeldbankwo2.nl/nl/beelden/detail/6ad674dc-025a-11e7-904b-d89d6717b464/media/d96f8559-ff88-34e8-e3d1-df4d7056bc07?mode=detail&view=horizontal&q=114290&rows=1&page=1,https://images.memorix.nl/niod/download/default/d96f8559-ff88-34e8-e3d1-df4d7056bc07.jpg',photograph,Musicians at camp t Zand,"Camp 't Zand, 't Zand",4.733939,52.822294,1,0,1,0,Beeldbank
114277,https://beeldbankwo2.nl/nl/beelden/detail/6ad1277a-025a-11e7-904b-d89d6717b464/media/0b3fe1d0-38e1-8eff-a0d8-04b8c5804bef?mode=detail&view=horizontal&q=114277&rows=1&page=2,https://images.memorix.nl/niod/download/default/0b3fe1d0-38e1-8eff-a0d8-04b8c5804bef.jpg',photograph,Musicians at Camp t Zand,"Camp 't Zand, 't Zand",4.733940,52.822295,4,0,4,0,Beeldbank
161485,https://beeldbankwo2.nl/nl/beelden/detail/b73a2a80-025a-11e7-904b-d89d6717b464/media/e828202d-b339-b53c-a308-07aadcbf52c9?mode=detail&view=horizontal&q=161485&rows=1&page=1,https://images.memorix.nl/niod/download/default/e828202d-b339-b53c-a308-07aadcbf52c9.jpg',portrait,"Wedding picture couple Vuijsje. Some info about address, but no photograph so could be another couple.",Amsterdam ,4.897070,52.377956,2,0,2,2,Afrikanerplein - joodsamsterdam
161037,https://beeldbankwo2.nl/nl/beelden/detail/b6868e94-025a-11e7-904b-d89d6717b464/media/13aead8a-def9-a6bf-ef9a-441c8223cf49?mode=detail&view=horizontal&q=161037&rows=1&page=1,https://images.memorix.nl/niod/download/default/13aead8a-def9-a6bf-ef9a-441c8223cf49.jpg',portrait,David van Beets and Sara Caun wedding dinner,Amsterdam ,4.897071,52.377957,22,0,22,2,
161301,https://beeldbankwo2.nl/nl/beelden/detail/b6f13d70-025a-11e7-904b-d89d6717b464/media/2a3e9031-2527-43cb-862f-63239b40688a?mode=detail&view=horizontal&q=161301&rows=1&page=1,https://images.memorix.nl/niod/download/default/2a3e9031-2527-43cb-862f-63239b40688a.jpg',portrait,"Marianne (1933-1944) and Alfred Keizer (1940-1944)  circa 8- en 3-years of age, Biesboschstraat in Amsterdam (with jodenster), 1942","Biesboschstraat, Amsterdan",4.89799,52.345389,2,2,0,2,Beeldbank
161317,https://beeldbankwo2.nl/nl/beelden/detail/b6f736bc-025a-11e7-904b-d89d6717b464/media/e0618a2b-0c64-e69e-431f-ebff18855d47?mode=detail&view=horizontal&q=161317&rows=1&page=1,https://images.memorix.nl/niod/download/default/e0618a2b-0c64-e69e-431f-ebff18855d47.jpg',portrait,"Max (1926-1942), Esther (1942-1942) and Barend Smeer (1932-1942) met jodenster, Amsterdam, 1942",Amsterdam ,4.897071,52.377957,3,3,0,3,
161111,https://beeldbankwo2.nl/nl/beelden/detail/b6a1ca10-025a-11e7-904b-d89d6717b464/media/543073a3-9a4a-ba59-abf9-df2dd6cdab5f?mode=detail&view=horizontal&q=161111&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/543073a3-9a4a-ba59-abf9-df2dd6cdab5f.jpg',portrait,Annie Wijnman married Mau de Jong.,Zaltbommel ,5.255677,51.806067,1,0,1,1,
161353,https://beeldbankwo2.nl/nl/beelden/detail/b704cb60-025a-11e7-904b-d89d6717b464/media/cbbb2bf6-ca9d-60ce-cb93-e663a4b17794?mode=detail&view=horizontal&q=161353&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cbbb2bf6-ca9d-60ce-cb93-e663a4b17794.jpg',photograph,"Sabine Smuk (1917-1943) in wedding dress, 1942. Sabine Smuk married Rolf Simon (1916-1944).",Amsterdam,4.897071,52.377957,1,0,1,1,
161354,https://beeldbankwo2.nl/nl/beelden/detail/b705300a-025a-11e7-904b-d89d6717b464/media/904030e0-dcde-dcb5-eb35-4bd619b33888?mode=detail&view=horizontal&q=161354&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/904030e0-dcde-dcb5-eb35-4bd619b33888.jpg',portrait,"Sabine Smuk (1917-1943) in wedding dress, 1942. Sabine Smuk married Rolf Simon (1916-1944). Source says Rolf was taken to camp from Amsterdam, so it is likely that they married in Amsterdam",Amsterdam,4.897071,52.377957,2,0,2,2,Arrestatie (joodsmonument.nl)
161370,https://beeldbankwo2.nl/nl/beelden/detail/b70c2220-025a-11e7-904b-d89d6717b464/media/3e8f511e-e098-e3d4-264c-a94fb85c6e16?mode=detail&view=horizontal&q=161370&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3e8f511e-e098-e3d4-264c-a94fb85c6e16.jpg',portrait,"Rosa Wertheim and Jim de Swarte, but see remarks for this couple, made by Colson, J. so should be city hall Amsterdam",Amsterdam,4.897072,52.377958,4,0,4,2,
161562,https://beeldbankwo2.nl/nl/beelden/detail/b7588bb0-025a-11e7-904b-d89d6717b464/media/ac8da9d8-3d52-f9fd-1de1-2396cf56fd7f?mode=detail&view=horizontal&q=161562&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ac8da9d8-3d52-f9fd-1de1-2396cf56fd7f.jpg',portrait,"Family portrait Gerty van Blijdenstein-Simons (1899-1943) from Den Bosch, and sons Karel (1929-1943) and Michel (1926-1943), circa 1942",s-Hertogenbosch,5.311968,51.701720,3,2,1,3,
161411,https://beeldbankwo2.nl/nl/beelden/detail/b71be3c2-025a-11e7-904b-d89d6717b464/media/238a663f-8625-f918-ed4d-a95841870080?mode=detail&view=horizontal&q=161411&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/238a663f-8625-f918-ed4d-a95841870080.jpg',portrait,Family Miranda. Boy is Michael Lachmann,Hilversum,5.175309,52.224401,6,2,4,1,
161074,https://beeldbankwo2.nl/nl/beelden/detail/b693e3b4-025a-11e7-904b-d89d6717b464/media/c055e302-d178-4dd4-0995-8c761c8f4490?mode=detail&view=horizontal&q=161074&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c055e302-d178-4dd4-0995-8c761c8f4490.jpg',portrait,Two boys working at Westerbork Camp,"Camp Westerbork, Hooghalen",6.607222,52.9175,2,2,0,0,
66214,https://beeldbankwo2.nl/nl/beelden/detail/16d35292-025a-11e7-904b-d89d6717b464/media/44aa6cef-bb09-0a68-dbec-48f70d233bc0?mode=detail&view=horizontal&q=66214&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/44aa6cef-bb09-0a68-dbec-48f70d233bc0.jpg',photograph,"Carriage of stones at Westerbork with women, which is quite unique compared to the other pictures at camps","Camp Westerbork, Hooghalen",6.607222,52.9175,6,0,6,0,
146516,https://beeldbankwo2.nl/nl/beelden/detail/9e8d2af0-025a-11e7-904b-d89d6717b464/media/faf3cd4f-5e30-019b-8822-66ed2b1fce88?mode=detail&view=horizontal&q=146516&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/faf3cd4f-5e30-019b-8822-66ed2b1fce88.jpg',photograph,Sir S Waterman in boxing clothers with jodenster on his shorts,Amsterdam ,4.897071,52.377957,1,0,1,1,
161036,https://beeldbankwo2.nl/nl/beelden/detail/b6863692-025a-11e7-904b-d89d6717b464/media/96304e31-bc21-473f-9ba0-06f3c28e77ae?mode=detail&view=horizontal&q=161036&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/96304e31-bc21-473f-9ba0-06f3c28e77ae.jpg',photograph,David van Beetz and Sara Caun wedding picture. Source link is lot of info on David (inDutch),Amsterdam ,4.897072,52.377958,2,0,2,2,David Van Beetz was een goede Nederlander | Joods.nl Nieuws
161110,https://beeldbankwo2.nl/nl/beelden/detail/b6a16ad4-025a-11e7-904b-d89d6717b464/media/29557d78-3791-3aea-6cca-6d65ae2691f8?mode=detail&view=horizontal&q=161110&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/29557d78-3791-3aea-6cca-6d65ae2691f8.jpg',photograph,Annie Wijnman and Mark de Jong married in Zaltbommel.,Zaltbommel,5.255677,51.806066,2,0,2,2,
161167,https://beeldbankwo2.nl/nl/beelden/detail/b6ba0a30-025a-11e7-904b-d89d6717b464/media/f20951ec-3bf1-ddad-111d-47d9192ebb70?mode=detail&view=horizontal&q=161167&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f20951ec-3bf1-ddad-111d-47d9192ebb70.jpg',portrait,CIZ Amsterdam.,"Centraal Israelisch Ziekenhuis, Amsterdam",4.875007,52.357094,2,0,2,0,
161296,https://beeldbankwo2.nl/nl/beelden/detail/b6ef5578-025a-11e7-904b-d89d6717b464/media/915079fb-f54f-76b4-bb6e-37593fdd7766?mode=detail&view=horizontal&q=161296&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/915079fb-f54f-76b4-bb6e-37593fdd7766.jpg',portrait,Personel of hospital CIZ,"Centraal Israelisch Ziekenhuis, Amsterdam",4.875007,52.357094,9,0,9,0,
161350,https://beeldbankwo2.nl/nl/beelden/detail/b703ab04-025a-11e7-904b-d89d6717b464/media/28ab81ad-f8ef-dc4b-70e0-4e092b1e67ec?mode=detail&view=horizontal&q=161350&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/28ab81ad-f8ef-dc4b-70e0-4e092b1e67ec.jpg',photograph,"Marriage portrait David van Geens and Keetje van Lochem with jodenster in front of Hollandse Schouwburg, 8 juli 1942","Hollandse Schouwburg, Amsterdam",4.911123,52.366965,3,0,3,2,
161352,https://beeldbankwo2.nl/nl/beelden/detail/b7046eb8-025a-11e7-904b-d89d6717b464/media/bec2a968-e39f-8466-0c5f-f5e6fe4e0402?mode=detail&view=horizontal&q=161352&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/bec2a968-e39f-8466-0c5f-f5e6fe4e0402.jpg',portrait,"Ralph Polak and Miep Krant with jodenster on the Dam on the day of proposel, 1943","De Dam, Amsterdam",4.892629,52.373215,2,0,2,2,
161462,https://beeldbankwo2.nl/nl/beelden/detail/b72ec564-025a-11e7-904b-d89d6717b464/media/a47a2a65-5397-d85e-0970-f160a9cd577a?mode=detail&view=horizontal&q=161462&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a47a2a65-5397-d85e-0970-f160a9cd577a.jpg',portrait,"Picture postcard of the Sint Antoniesbreestraat directed from Nieuwmarkt, with sign that says ' Juden Strasse - Joodsche straat' and people with jodenster, circa 1943","Sint Antoniesbreestraat, Amsterdam",4.900568,52.370800,10+,0,10+,0,
179107,https://beeldbankwo2.nl/nl/beelden/detail/c89b2022-025a-11e7-904b-d89d6717b464/media/d5ee0111-8760-af85-5df4-e4032b92daa2?mode=detail&view=horizontal&q=179107&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d5ee0111-8760-af85-5df4-e4032b92daa2.jpg',portrait,Leidseplein,"Leidseplein, Amsterdam",4.882297,52.363896,15+,0,15+,0,
87281,https://beeldbankwo2.nl/nl/beelden/detail/3d2e6044-025a-11e7-904b-d89d6717b464/media/e2e6db36-ebe4-e94d-f715-2b711b6c9af3?mode=detail&view=horizontal&q=87281&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e2e6db36-ebe4-e94d-f715-2b711b6c9af3.jpg',photograph,Photographer Willem Streefkerk,Den Haag,4.293387,52.077753,5,0,5,0,
66115,https://beeldbankwo2.nl/nl/beelden/detail/16af98de-025a-11e7-904b-d89d6717b464/media/ce1a6a06-2139-26df-8674-ed3d7d187d87?mode=detail&view=horizontal&q=66115&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ce1a6a06-2139-26df-8674-ed3d7d187d87.jpg',photograph,Breslaer photographer. Man in picture is 'wagenleader',"Camp Westerbork, Hooghalen",6.607222,52.9175,3,0,3,0,
66435,https://beeldbankwo2.nl/nl/beelden/detail/17299530-025a-11e7-904b-d89d6717b464/media/e52020e9-2f78-c77d-a534-1f76767c1d64?mode=detail&view=horizontal&q=66435&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e52020e9-2f78-c77d-a534-1f76767c1d64.jpg',photograph,Chanoeka celebration in Westerbork.,"Camp Westerbork, Hooghalen",6.607222,52.9175,30+,15+,15+,0,
67773,https://beeldbankwo2.nl/nl/beelden/detail/196fc3b4-025a-11e7-904b-d89d6717b464/media/09bdc6e4-a771-e623-135d-a8f657afc52c?mode=detail&view=horizontal&q=67773&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/09bdc6e4-a771-e623-135d-a8f657afc52c.jpg',portrait,Westerbork portrait,"Camp Westerbork, Hooghalen",6.607222,52.9175,8,0,8,0,
66239,https://beeldbankwo2.nl/nl/beelden/detail/16dbdc8c-025a-11e7-904b-d89d6717b464/media/d0f6353b-1248-9853-999f-84a18cabfc39?mode=detail&view=horizontal&q=66239&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d0f6353b-1248-9853-999f-84a18cabfc39.jpg',portrait,Administration office at Westerbork,"Camp Westerbork, Hooghalen",6.607223,52.9176,3,0,3,0,
66261,https://beeldbankwo2.nl/nl/beelden/detail/16e46fb4-025a-11e7-904b-d89d6717b464/media/a0935d21-4b36-9272-1c59-1fc507fda1ba?mode=detail&view=horizontal&q=66261&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a0935d21-4b36-9272-1c59-1fc507fda1ba.jpg',photograph,"Walking towards 'Werk Àppel', their work space","Camp Westerbork, Hooghalen",6.607224,52.9177,30+,0,30+,0,
66263,https://beeldbankwo2.nl/nl/beelden/detail/16e52490-025a-11e7-904b-d89d6717b464/media/13448314-9007-735a-c8ac-30b6ee571df6?mode=detail&view=horizontal&q=66263&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/13448314-9007-735a-c8ac-30b6ee571df6.jpg',portrait,The main storage unit at Westerbork.,"Camp Westerbork, Hooghalen",6.607225,52.9178,10,0,10,0,
66275,https://beeldbankwo2.nl/nl/beelden/detail/16e9fa10-025a-11e7-904b-d89d6717b464/media/8330d390-b97f-28bd-13ee-1fb8510ed13c?mode=detail&view=horizontal&q=66275&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8330d390-b97f-28bd-13ee-1fb8510ed13c.jpg',photograph,outside shift' at Westerbork,"Camp Westerbork, Hooghalen",6.607226,52.9179,11,0,11,0,
66318,https://beeldbankwo2.nl/nl/beelden/detail/16fb2254-025a-11e7-904b-d89d6717b464/media/88a7c882-3f34-745e-cc99-aa32eb767fa5?mode=detail&view=horizontal&q=66318&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/88a7c882-3f34-745e-cc99-aa32eb767fa5.jpg',photograph,three Jewish people on their way to the train to Germany,"Camp Westerbork, Hooghalen",6.607227,52.9180,3,0,3,0,
66333,https://beeldbankwo2.nl/nl/beelden/detail/1700f8dc-025a-11e7-904b-d89d6717b464/media/52d35513-8fe5-4c02-3467-baf36eb4b66f?mode=detail&view=horizontal&q=66333&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/52d35513-8fe5-4c02-3467-baf36eb4b66f.jpg',portrait,I guess also adminstration ?,"Camp Westerbork, Hooghalen",6.607228,52.9181,7,0,7,0,
66366,https://beeldbankwo2.nl/nl/beelden/detail/170ca0ce-025a-11e7-904b-d89d6717b464/media/5a08c958-d6fe-4d59-1298-8ab9dc79c724?mode=detail&view=horizontal&q=66366&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5a08c958-d6fe-4d59-1298-8ab9dc79c724.jpg',photograph,Post office at Westerbork,"Camp Westerbork, Hooghalen",6.607229,52.9182,15,0,15,0,
66372,https://beeldbankwo2.nl/nl/beelden/detail/170eed0c-025a-11e7-904b-d89d6717b464/media/8f1666eb-8f23-e0e7-5b34-afbd60e5d5ea?mode=detail&view=horizontal&q=66372&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8f1666eb-8f23-e0e7-5b34-afbd60e5d5ea.jpg',photograph,Group of women in winter clothes at Westerbork,"Camp Westerbork, Hooghalen",6.607230,52.9183,15,0,15,0,
66388,https://beeldbankwo2.nl/nl/beelden/detail/17161046-025a-11e7-904b-d89d6717b464/media/4d6e8fb9-b0ed-a8a1-a13b-213a627ecccd?mode=detail&view=horizontal&q=66388&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4d6e8fb9-b0ed-a8a1-a13b-213a627ecccd.jpg',portrait,Group of men at Westerbork,"Camp Westerbork, Hooghalen",6.607231,52.9184,25,0,25,0,
114294,https://beeldbankwo2.nl/nl/beelden/detail/6ad7fd48-025a-11e7-904b-d89d6717b464/media/459f8d4e-8ddf-8837-dfad-b79d17facfb7?mode=detail&view=horizontal&q=114294&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/459f8d4e-8ddf-8837-dfad-b79d17facfb7.jpg',photograph,Musicians at mixed marriage camp 't Zand,"Camp 't Zand, 't Zand",4.733940,52.822295,8,0,8,0,
